f1.x., f2.x.
0.05101704911786939, 2.3053415373518082
0.0804708772890527, 2.2839879895438133
0.17341513089344127, 0.991261458180981
0.17168097958450684, 0.9984816307426884
0.17511425409742803, 0.9702944243100226
0.176883084946897, 0.9606559280391574
0.17865191579636597, 0.950535951056114
0.18043843495432962, 0.9411124498144192
0.18218815192518412, 0.9264151019886601
0.18216993310999158, 0.9265183008859152
0.18371583809995287, 0.8607621893835901
0.18557155363631603, 0.8487525262947664
0.1867723876970957, 0.7604303754612822
0.18860238543815297, 0.7419312652997244
0.18858352519960914, 0.7420524738531986
0.18995576116905233, 0.6783014711003911
0.7913846012673351, 0.35356525012693213
0.7992984472800084, 0.15127174486095404
0.22689720975166194, 0.38670530058992014
0.8151197612266303, -0.2527397018536049
0.8234356377320867, -0.43782519453217406
0.8316699941094076, -0.5870374319707451
0.8152012813547659, -0.2552564859727369
0.8070492685412182, -0.05323231713224167
0.798978775855806, 0.15414566351204875
0.7988988779782205, 0.15596740686608374
0.7909889880972479, 0.3535764082514923
0.8150382492505077, -0.2520481245510994
0.22438127010120024, 0.39717431855331686
0.8146308116215574, -0.24983084988344692
0.8145493485403953, -0.24809201762284164
0.8064845035053418, -0.04744039508952308
0.7984196584702884, 0.15996881714269467
0.7904354618855856, 0.35985350046273307
0.8064038550549912, -0.045106275748932875
0.8144678936055412, -0.24607731937217367
0.7983398165044413, 0.16228516517649083
0.21965232862303893, 0.4227485823603276
0.21747755309211775, 0.4387636648839612
0.2218488519092693, 0.406758370196904
0.8062425823480188, -0.03597984839002349
0.7981801565245387, 0.171312821748273
0.22178230390894021, 0.40704883786791196
0.22176012567854933, 0.4072950295739112
0.2173688360611523, 0.43882976899946596
0.2195425244217638, 0.422809821350453
0.8309217904460572, -0.584654588630147
0.8392310083505178, -0.6948236146427382
0.8308386982670125, -0.5837695866335598
0.8226125725415966, -0.4310431979616625
0.2151736281857707, 0.45424407607435047
0.8223658134473888, -0.42461293795683175
0.219235364591379, 0.42625599100692985
0.219235364591379, 0.4261797557916066
0.8306725388357462, -0.5799564418590764
0.8141421553129149, -0.2386092799274357
0.8060007337597858, -0.03536992875131032
0.7979407264221879, 0.17168202840790187
0.7899613191579661, 0.3694033046850253
0.8389792642241036, -0.6921486277004275
0.8305894715818626, -0.579194987284142
0.8222835768660439, -0.4235724316610937
0.8222013485083574, -0.42184738940697647
0.8140607410973835, -0.23722289038316288
0.8059201336864096, -0.03360918423131817
0.7978609323495455, 0.1734664599288447
0.7977811462563105, 0.17550128648785387
0.78988232302605, 0.371069867418761
0.7977013681416851, 0.17644052806779612
0.8221191283735066, -0.4217089917421645
0.830423361993441, -0.577914978241331
0.8388114767610515, -0.6918441113138082
0.8138979370897715, -0.23533843648265104
0.8057589577188738, -0.03162627033346846
0.8387275956133754, -0.6914014356006638
0.8303403196572416, -0.5771963598385473
0.8220369164606692, -0.42057123110438954
0.8138165472960626, -0.23359757198159128
0.8056783818231019, -0.03003056650274674
0.7976215980048709, 0.17695843389597962
0.838643722853814, -0.6907758991262453
0.8302572856252759, -0.5764412121508162
0.8219547127690231, -0.41930688591538073
0.8301742598967133, -0.575112733095839
0.8137351656413329, -0.2321134661500363
0.8055978139849195, -0.02828968280845775
0.7975418358450703, 0.1787480002930739
0.7895664174866196, 0.3758394505174352
0.8055172542035212, -0.025971267678884837
0.8136537921247688, -0.22995109322400895
0.7974620816614859, 0.1809128085842543
