f1(x), f2(x)
0.07337587232791982, 7.411019281363046
0.18787072817020134, 1.7839067691795094
0.19476355950591728, 0.639448047487355
0.19279664231846702, 0.6528668484477429
0.19088776467174953, 0.6655111083513381
0.19086867589528234, 0.6686455426827896
0.19277736265423517, 0.6542132526830727
0.19470513628077754, 0.6398585983945375
0.19665218764358533, 0.6252299340951238
0.7975649914350132, 0.1723742844091036
0.20425877351362576, 0.5254041799190613
0.8047354631046548, -0.013262793865029555
0.8045745240593883, -0.009390740696155298
0.7965287788187945, 0.19703773980858255
0.8041723172467657, 3.926820585025828E-4
0.8204182226456904, -0.39447413733455483
0.8041723172467659, 3.1382266145000355E-4
0.8040919000150412, 0.0023726730034300723
0.7961305940742982, 0.20641138127738498
0.7954143630797801, 0.22398229967453379
0.2012679523869671, 0.5453089871698806
0.2012478255917284, 0.545410838251119
0.1992353473358111, 0.5603351062369529
0.197242993862453, 0.5748331509168757
0.8195162136954606, -0.3753454272435414
0.19921542380107754, 0.5605730713725933
0.20120757803908831, 0.5458028635858606
0.19913574958368568, 0.5610725233670775
0.21774828039523933, 0.41983876787568175
0.21772650556719983, 0.4199247965102018
0.2177047329166431, 0.4200621517504374
0.21552768558747668, 0.43632751721009766
0.7944603906426121, 0.2473070134023483
0.810510095504079, -0.16207316215630282
0.8024049945490382, 0.04466195072193587
0.8104290444945287, -0.16002904629841433
0.7943809446035478, 0.24923224932887236
0.8103480015900794, -0.15808670870314404
0.8022445215741786, 0.04869666107578693
0.1988173712357715, 0.562756137960478
0.20080554494812924, 0.5480203772992835
0.8185333349394741, -0.3539223471312903
0.8184514816059801, -0.3520633242157147
0.19680951460366147, 0.5773750400443467
0.8102669667899203, -0.15606505464915654
0.8021642971220211, 0.050795896956632315
0.19879748949864795, 0.562846111602517
0.20480077010272368, 0.5178608666133733
0.8183696364578195, -0.35022931758186926
0.8101859400932413, -0.1540424439189584
0.8020840806923089, 0.05281698345962701
0.8182877994941737, -0.3484504912146897
0.810104921499232, -0.1521062620745242
0.8020038722842396, 0.054831611810339485
0.8182059707142243, -0.3466224525778289
0.810023911007082, -0.15009727895632702
0.8019236718970112, 0.05686916170564813
0.8099429086159813, -0.1480706795000811
0.8018434795298215, 0.05893129643959399
0.8181241501171529, -0.3448105682898125
0.8099429086159814, -0.1481140107125187
0.8018434795298216, 0.058891867280839165
0.8263880304213665, -0.5175533766960078
0.8263053916183244, -0.516044148411306
0.8180423377021412, -0.34302118490127176
0.8098619143251198, -0.14615489881085694
0.8017632951818686, 0.06087798517799687
0.8262227610791625, -0.5145485136559014
0.8179605334683708, -0.34119406871116464
0.8097809281336871, -0.14417206299751745
0.8016831188523502, 0.06289074406714185
0.8178787374150239, -0.3393214004073011
0.8096999500408737, -0.1421191896487917
0.8261401388030546, -0.5130280207864591
0.817878737415024, -0.3393717478391615
0.8096999500408738, -0.1421667888050881
0.801602950540465, 0.06493699396997098
0.22602393866384715, 0.36051266499558315
0.8260575247891743, -0.511503957220342
0.8177969495412826, -0.33754454696629166
0.8096189800458697, -0.14017922786526743
0.8015227902454111, 0.0669545937625236
0.834318100037066, -0.6479495850746622
0.8344015401910851, -0.6490977824450707
0.8177151698463284, -0.3356925306732827
0.8095380181478651, -0.13816012763511168
0.8014426379663864, 0.0689972950898542
0.8094570643460502, -0.1361287485164916
0.21479609927807666, 0.4409642509084134
0.8259749190366954, -0.5099554708424975
0.8343181000370661, -0.6479733567063372
0.8258097323126372, -0.5068269493270985
0.8176333983293438, -0.3338481916995019
0.8094570643460504, -0.13615322367930777
0.8013624937025898, 0.07101607032194887
0.8258923215447918, -0.5084195395902722
0.8342346682270624, -0.6468571325675961
0.8258097323126373, -0.5068789237182606
0.8340678296357638, -0.6445674567678447
0.8175516349895109, -0.3320221982184839
0.8093761186396158, -0.13417191917154236
0.8012823574532196, 0.07304182434762323
0.8341512447602397, -0.645730065079255
0.8340678296357636, -0.6445650447886176
0.825727151339406, -0.5053006236116692
0.8339844228528001, -0.6434021746632586
0.8174698798260119, -0.33014899303732853
0.8173881328380292, -0.32826435164471607
0.8092951810277518, -0.13213600886690474
0.8012022292174743, 0.07510035663125139
0.8092142515096491, -0.13010120871589592
0.23017536931169408, 0.33384693848651925
0.23480189423485914, 0.30744598655566824
0.23247712300481102, 0.32025378043844677
0.2301523517747629, 0.33396096361215255
0.22785082825701528, 0.34832956093201184
0.22557231997444513, 0.363256968418006
0.8255620141664096, -0.5021441719456625
0.8173063940247455, -0.32640913526733073
0.8254794579649929, -0.5005526143460564
0.8091333300844981, -0.12808097013501668
0.8010419967836531, 0.07920567246121593
0.22780526036987214, 0.3485765898128537
0.8339010244105147, -0.6422344598603462
0.8338176343080737, -0.641068396339769
0.8172246633853429, -0.32452458585738303
0.8090524167514895, -0.12603778165228652
0.8009618925839747, 0.081263369620715
0.8008817963947162, 0.0833271567726582
0.8337342525446428, -0.6398887377463719
0.8336508791193883, -0.6386978131616143
0.8253969100191964, -0.4989599062557085
0.8253143703281944, -0.49735695281529857
0.8089715115098144, -0.1239959171750753
0.8170612266249125, -0.32075312935519057
0.8088906143586634, -0.12195533084925879
0.8008017082150768, 0.08538792490368204
0.8171429409190044, -0.32264411796233783
0.8335675140314763, -0.637519438252778
0.8334841572800732, -0.6363297478404298
0.8252318388911616, -0.4957779596626283
0.8088097252972275, -0.11993470293652699
0.81697952050225, -0.31888704496586934
0.8168978225501998, -0.31698546967393887
0.8007216280442552, 0.08743364707671034
0.8334008088643452, -0.6351407843596274
0.8250668007757017, -0.49256857126143727
0.8168161327679447, -0.3151077033925227
0.8086479714402652, -0.11586481600723708
0.8167344511546679, -0.3132181319299582
0.21018507475953357, 0.47584726198703364
0.8333174687834588, -0.6339398756149405
0.8249842940956242, -0.4909660193812952
0.816734451154668, -0.3132219262773633
0.8085671066431214, -0.11382433320940115
0.8004814355766902, 0.09357462766818718
0.2101430398464324, 0.4762222607025927
0.21438835378272397, 0.4437359505841204
0.2143669149473457, 0.4438924956769424
0.21222324579787225, 0.4602099394162637
0.21010101333989353, 0.47646774275711173
0.8332341370365804, -0.6327415361235929
0.8331508136228768, -0.6315754995079265
0.8249017956662147, -0.48936508668201034
0.8166527777095526, -0.31133738179186426
0.8248193054866481, -0.48774344494257393
0.8165711124317817, -0.30943159979643675
0.8084862499324571, -0.11178916343740623
0.8004013874331325, 0.09562190779084495
0.2080000032064946, 0.4925988822457452
0.21008000323855955, 0.4766248991274115
0.2100589952382357, 0.4767841661835613
0.21218080327094516, 0.46052638414412894
0.2143026113036546, 0.4443698370798091
0.21215958519061806, 0.460686633379138
0.8165711124317815, -0.30942220208007243
0.800321347294389, 0.0977008780901957
0.824819305486648, -0.48773233578018305
0.8331508136228767, -0.6315271775012932
0.8084054013074636, -0.10974899189978313
0.8330674985415144, -0.6303280479694489
0.8247368235560992, -0.48613484394232154
0.8164894553205382, -0.30754588284288487
0.8083245607673328, -0.10770788809929192
0.808243728311256, -0.10565869798445819
0.8002413151596595, 0.09968198468007276
0.8413981735269296, -0.727810898047991
0.8329008933724811, -0.627894444687136
0.8163261655943687, -0.30376179020393523
0.8001612910281436, 0.10172070354521384
0.8000812748990408, 0.10374371700878837
0.8246543498737436, -0.4845398878024365
0.8164078063750062, -0.30568124855156037
0.8245718844387563, -0.48291269738679743
0.8082437283112561, -0.10570057148492505
0.808162903938425, -0.10371369797586226
0.8329841917916603, -0.6291408374108524
0.8413140337095769, -0.7271145732199003
0.8329008933724812, -0.6279245353955235
0.8245718844387564, -0.48292386215679456
0.8163261655943689, -0.3038479786467535
0.8081629039384252, -0.10372607472086755
0.8162445329778094, -0.30193750126763397
0.8000812748990409, 0.10372000074471203
0.841229902306206, -0.7263976180055004
0.8411457793159753, -0.7256704798404441
0.8328176032831439, -0.6267059806540447
0.8244894272503125, -0.4813077223151896
0.8080820876480314, -0.10163161738809953
0.800001266771551, 0.10582181809320944
0.8080012794392666, -0.09958169887433028
0.22271442515185433, 0.3826010626457012
0.8326510480906633, -0.6242127732507449
0.8080012794392664, -0.09957479983202919
0.7999212666448737, 0.10788390502240411
0.8079204793113225, -0.09752271701681893
0.21830423851518396, 0.41433668468888385
0.2204872809003358, 0.39841805175399664
0.22491907524643256, 0.3673992291522103
0.22269215370933917, 0.3827405996895329
0.21823875379253826, 0.414810556860208
0.8161629085245115, -0.29997140571175657
0.8244069783075874, -0.47965920373054444
0.8327343215228156, -0.6254597042313612
0.8410616647380438, -0.7249251066982907
0.8243245376097568, -0.47806063064116033
0.8242421051559958, -0.4764134108508508
0.8160812922336592, -0.2980978643756149
0.8079204793113226, -0.09755945708514194
0.8078396872633915, -0.09550567888700705
0.7998412745182094, 0.10990210947214794
0.21391719431149792, 0.4471992094630866
0.8326510480906634, -0.6242576633206892
0.84097755857157, -0.7242228789812478
0.8325677829858542, -0.6230107240176898
0.8408934608157129, -0.7234766276357844
0.8241596809454802, -0.4747805476275945
0.8159180841360254, -0.29427324537633526
0.8077589032946652, -0.09346726371147843
0.7996813142617185, 0.11399296703758835
0.8324845262075558, -0.6217682734517502
0.815754908678379, -0.29044718058939395
0.2117144953148013, 0.4639683593288361
0.21385302557050637, 0.44765486416385736
0.21599155582621143, 0.4315019942905144
0.21383164026794932, 0.4478160136543761
0.21815147138447355, 0.4154177604279318
0.22033298609831828, 0.3994883487757697
0.21596995667062882, 0.43165402957754556
0.2181296562373351, 0.415571325049007
0.2202889217044285, 0.3997990905988812
0.8408093714696313, -0.7227421150009019
0.8407252905324843, -0.7219895768631979
0.832401277754935, -0.6205379126439343
0.8240772649773856, -0.47315647610211564
0.8323180376271595, -0.6192772906540794
0.823994857250888, -0.47150155053189435
0.8158364923276118, -0.29238702916620546
0.8076781274043356, -0.0914470253983067
0.7996013461302923, 0.11601363087475045
0.8075973595915953, -0.08939197538497688
0.2269638963209944, 0.3537339212874367
0.2269411999313623, 0.3538797331741076
0.22469425735778445, 0.36884733491931876
0.8322348058233967, -0.6180258613646084
0.8239124577651628, -0.46985695298626917
0.8156733331875111, -0.28858945066486297
0.8238300665193863, -0.46823336063704923
0.807516599855636, -0.08738460537313933
0.7994414338570796, 0.1200694296207616
0.2224473147842066, 0.3843853112286508
0.22467178793204867, 0.36899571477513754
0.2202008193522009, 0.40040462241916236
0.2179988111586789, 0.41650543769558407
0.8406412180034311, -0.7212446005716519
0.8490476301834654, -0.7699182307793344
0.848962725420447, -0.7697174639468347
0.8405571538816308, -0.7204739202113934
0.8321515823428145, -0.6167694923127992
0.8320683671845802, -0.6154941898710905
0.8237476835127345, -0.46654331387857273
0.8155917658541926, -0.2866406625762301
0.8155102066776071, -0.28471379330573593
0.8074358481956506, -0.08530975600900349
0.807355104610831, -0.08325665355761075
0.7993614897136941, 0.12213373124156664
0.22460439313559802, 0.36944161354445837
0.22235834920424202, 0.3849943762210045
0.8404730981662426, -0.7197119672156267
0.848877829147905, -0.7695301180095517
0.8487929413649902, -0.7693164145632722
0.8403890508564259, -0.7189334560728156
0.823665308744383, -0.46489314010479055
0.8154286556569392, -0.28279795889370074
0.8072743691003699, -0.08120930771160317
0.7992016254093661, 0.12622372811494334
0.2135538258631398, 0.4498655581435316
0.21571093521529275, 0.43354606548941965
0.8319851603478616, -0.6142355315281044
0.8235829422135086, -0.4632281849531122
0.8153471127913735, -0.28087298493782775
0.8071936416634597, -0.07915994963411385
0.7991217052468251, 0.1282441280114301
0.21786804456744568, 0.41743901633048247
0.21568936412177123, 0.43369523827485185
0.22004672501312014, 0.4014835642590923
0.22224719226325135, 0.38575291066596196
0.22222496754402504, 0.3859105006631003
0.22002472034061885, 0.40164026127960994
0.22000271786858477, 0.40179708213498094
0.21782447313721265, 0.4177536575720035
0.21564622840584052, 0.4340118725938385
0.8319019618318269, -0.6129555361910158
0.8403050119513402, -0.7181590422827061
0.8487080620708536, -0.7691117567124381
