f1(x), f2(x)
0.03125, 1.8413224730144415
0.09375, 1.6603710055270597
0.21875, 0.971218230757443
0.28125, 0.854769791014796
0.46875, 0.7372036553162249
0.625, 0.5306152045967968
0.6328125, -0.2954555984882701
0.6484375, -0.4104290153551303
0.830078125, -0.5450028315193333
0.833984375, -0.6342695421818814
0.837890625, -0.6693016139772497
0.841796875, -0.7219433283893075
0.84033203125, -0.7090083696536298
0.84130859375, -0.7178179533882908
0.84228515625, -0.7258809055306488
0.84326171875, -0.7331883660160886
