f1.x., f2.x.
0.16666666666666666, 0.16666666666666666, 5.333333333333333
0.05555555555555555, 0.05555555555555555, 5.833333333333333
0.018518518518518517, 0.018518518518518517, 5.956531548975299
0.006172839506172839, 0.006172839506172839, 5.986936483593698
0.0020576131687242796, 0.0020576131687242796, 5.995804973943326
6.858710562414266E-4, 6.858710562414266E-4, 5.998619390758029
2.2862368541380886E-4, 2.2862368541380886E-4, 5.9995417673864635
7.620789513793629E-5, 7.620789513793629E-5, 5.999847474738237
2.5402631712645432E-5, 2.5402631712645432E-5, 5.999949182573075
8.467543904215145E-6, 8.467543904215145E-6, 5.999983063560691
2.8225146347383815E-6, 2.8225146347383815E-6, 5.999994354820564
9.408382115794605E-7, 9.408382115794605E-7, 5.999998118306892
3.136127371931535E-7, 3.136127371931535E-7, 5.999999372772672
3.484585968812817E-8, 3.484585968812817E-8, 5.999999930308258
1.045375790643845E-7, 1.045375790643845E-7, 5.999999790924636
1.7422929844064085E-7, 1.7422929844064085E-7, 5.999999651540831
5.226878953219225E-7, 5.226878953219225E-7, 5.99999895461906
7.317630534506916E-7, 1.5680636859657676E-6, 5.99999770014504
1.1499133697082295E-6, 1.3589885278369986E-6, 5.999997491068234
2.1952891603520744E-6, 4.7041910578973025E-6, 5.9999931002657965
3.4497401091246886E-6, 4.076965583510996E-6, 5.9999924730254905
6.5858674810562235E-6, 1.4112573173691908E-5, 5.999979299273475
1.0349220327374066E-5, 1.2230896750532987E-5, 5.999977417463571
4.233771952107572E-5, 4.233771952107572E-5, 5.99991529077346
5.9272807329506007E-5, 1.2701315856322715E-4, 5.999813528878651
5.362777806002925E-5, 1.1007807075479688E-4, 5.999836152844377
5.174610163687032E-5, 1.0443304148532011E-4, 5.999843692831473
5.5509454483188165E-5, 1.0255136506216119E-4, 5.999841811021568
6.491783659898277E-5, 1.1572310002427363E-4, 5.999819193129243
9.314298294636659E-5, 1.4394824637165742E-4, 5.999762631713261
1.7781842198851802E-4, 3.8103947568968145E-4, 5.999439475705951
1.5523830491061095E-4, 3.132991244559603E-4, 5.999530310343259
1.6088333418008772E-4, 3.302342122643906E-4, 5.999507610693845
1.947535097969483E-4, 3.471693000728209E-4, 5.999456583784902
2.116885976053786E-4, 3.641043878812512E-4, 5.999422535211795
2.4555877322223916E-4, 3.979745634981118E-4, 5.999354405629847
2.794289488390997E-4, 4.3184473911497237E-4, 5.999286232800322
5.33455265965554E-4, 0.0011431184270690442, 5.998308428961448
4.826500025402632E-4, 9.907026367931718E-4, 5.998515201649483
5.842605293908448E-4, 9.398973733678809E-4, 5.998464299061226
8.382868465172992E-4, 0.0012955342173449167, 5.997843737741251
0.001600365797896662, 0.003429355281207133, 5.994835320777556
0.0014479500076207893, 0.002972107910379515, 5.995476940903685
0.0013971447441954985, 0.0028196921201036427, 5.995689841954268
0.0017527815881725345, 0.003124523700655388, 5.995001743321911
0.0019051973784484071, 0.0032769394909312605, 5.994682464815851
0.0022100289590001525, 0.003581771071483006, 5.994041282228363
0.0025148605395518974, 0.0038866026520347503, 5.993396599313365
0.004801097393689986, 0.010288065843621397, 5.983697668092673
0.004343850022862368, 0.008916323731138546, 5.985813643373547
0.004648681603414113, 0.008763907940862672, 5.985660746437792
0.004953513183965858, 0.009068739521414418, 5.9849724032122085
0.005258344764517604, 0.008459076360310926, 5.985348403675312
0.007544581618655692, 0.011659807956104253, 5.978980865476566
0.014403292181069957, 0.030864197530864196, 5.943931342409635
0.012574302697759488, 0.025377229080932782, 5.954549883559496
0.013031550068587104, 0.026748971193415634, 5.9519506776014035
0.01577503429355281, 0.02812071330589849, 5.946401581612368
0.017146776406035662, 0.02949245541838134, 5.942509252643977
0.01989026063100137, 0.03223593964334705, 5.934523108307774
0.02126200274348422, 0.0336076817558299, 5.9304301329122895
0.022633744855967072, 0.03497942386831275, 5.926271153066842
0.024005486968449927, 0.03635116598079561, 5.9220466451694955
0.043209876543209874, 0.09259259259259259, 5.776152932042847
0.03909465020576131, 0.08024691358024691, 5.811508640641625
0.04732510288065843, 0.07613168724279835, 5.806069608749539
0.05006858710562414, 0.08710562414266118, 5.776322884585415
0.05144032921810699, 0.08847736625514402, 5.770587488567386
0.05281207133058985, 0.08984910836762688, 5.764811835579841
0.05967078189300411, 0.09670781893004116, 5.73536752259541
0.06790123456790123, 0.10493827160493827, 5.698938041341046
0.06378600823045268, 0.10082304526748971, 5.717288344479489
0.0720164609053498, 0.10905349794238683, 5.680349238603647
0.12962962962962962, 0.24074074074074073, 5.323399516554665
0.11728395061728394, 0.22839506172839505, 5.358690930935658
0.15432098765432098, 0.26543209876543206, 5.268464330945874
0.17901234567901234, 0.2777777777777778, 5.226519059416566
0.22839506172839505, 0.12962962962962962, 5.329342011982822
0.24074074074074073, 0.11728395061728394, 5.3527484355075
0.23662551440329216, 0.12551440329218105, 5.334641318683005
0.24485596707818927, 0.13374485596707816, 5.3127143001914225
0.25308641975308643, 0.1419753086419753, 5.2931114865681845
0.2777777777777778, 0.2037037037037037, 5.1882107624325
0.38888888888888884, 0.8333333333333333, 4.138888888888889
0.35185185185185186, 0.7222222222222222, 4.625913247697624
0.3395061728395061, 0.6851851851851851, 4.876068011537327
0.8333333333333333, 0.5, 4.333333333333334
