f1.x., f2.x., f3.x.
0.2833552595159754, 0.13837519546940036, 5.316195907939331
0.020826797092979077, 0.13540898107380883, 5.7101269053662635
0.8491686972095471, 0.9220918158518039, 2.771168849182227
0.020826797092979077, 0.13676307088454692, 5.706980956815338
0.9149408870941544, 0.13837519546940036, 4.155800957735017
0.020826797092979077, 0.13813070159339239, 5.703815511841078
0.9149408870941544, 0.08075641590044136, 4.291205112473791
0.04934856412053179, 0.005118457645583829, 5.923152758440178
0.3720569792429558, 0.003288477371934162, 5.757344826882006
0.05382012797006719, 0.051642877713494184, 5.844237834464647
0.05382012797006719, 0.051126448936359245, 5.845216041598903
0.04934856412053179, 0.7368841085564445, 4.7388001746385795
0.04934856412053179, 0.005169642222039667, 5.923096614738586
0.05382012797006719, 0.05163771342572284, 5.844247635735339
0.05382012797006719, 0.05061518444699565, 5.8461806315050175
0.020826797092979077, 0.1395120086093263, 5.700631363027916
0.04934856412053179, 0.00511794579981927, 5.923153319628392
0.04934856412053179, 0.005169125257817463, 5.923097182036257
0.04984204976173711, 0.005169125257817463, 5.922175414001618
0.053281926690366514, 0.05061518444699565, 5.8472168446827615
0.05381474595727018, 0.05061518444699565, 5.846191013974656
0.053281926690366514, 0.050109032602525694, 5.848168008694929
0.04984204976173711, 0.005117434005239288, 5.922232112720923
0.053281926690366514, 0.005117434005239288, 5.915707778493042
0.04984204976173711, 0.0051686083452916805, 5.922175981237534
0.04934856412053179, 0.0051686083452916805, 5.923097749272173
0.05034047025935448, 0.0051686083452916805, 5.921241336221423
0.04934856412053179, 0.0052202944287445974, 5.92304100648644
0.04984204976173711, 0.0052202944287445974, 5.922119238451801
0.04934856412053179, 0.005272497373032044, 5.922983645283029
0.04934856412053179, 0.005325222346762365, 5.922925658455402
0.04934856412053179, 0.005168091484457151, 5.9230983164463415
0.06378033942713779, 0.6684996611431374, 5.220100075602217
0.04885507847932647, 0.0052202944287445974, 5.923959150528064
0.04836652769453321, 0.0052202944287445974, 5.924864524938511
0.04836652769453321, 0.005168091484457151, 5.924921834898412
0.04836652769453321, 0.005219772399301723, 5.92486509829177
0.048850192971478544, 0.005219772399301723, 5.9239687953281495
0.04885507847932647, 0.005272497373032044, 5.923901789324653
0.04788286241758787, 0.005219772399301723, 5.92575788444061
0.04836652769453321, 0.005272497373032044, 5.9248071637351
0.048850192971478544, 0.005272497373032044, 5.923910860771479
0.04788286241758787, 0.00527197012329474, 5.925700529488251
0.04836169104176375, 0.00527197012329474, 5.924816688638107
0.04836652769453321, 0.005325222346762365, 5.924749176907474
0.04788286241758787, 0.005325222346762365, 5.9256419630563135
0.04788286241758787, 0.0053784745702299885, 5.925583343305423
0.04788286241758787, 0.005324689824527689, 5.925642548984566
0.04885507847932647, 0.005168091484457151, 5.924016460487965
0.047404033793411994, 0.005271442926282412, 5.926581486084841
0.04885507847932647, 0.005219772399301723, 5.923959723881323
0.047404033793411994, 0.005218728497019588, 5.926639408015221
0.047404033793411994, 0.005270915781989785, 5.926582065562788
0.047404033793411994, 0.00527197012329474, 5.926580906543716
0.047404033793411994, 0.005324689824527687, 5.92652292604003
0.10431269961743428, 0.005270915781989785, 5.803342127767313
0.8886120603892691, 0.7432000673631205, 3.106684223012099
0.047878074131346114, 0.005324689824527687, 5.925651369928766
0.04934362926411973, 0.005219772399301723, 5.923050779250212
0.41954277935992346, 0.7330851117346391, 4.7224572356780055
0.009740278191019303, 0.00527197012329474, 5.983833008505914
0.009740278191019303, 0.0052192504220617926, 5.983890936749071
0.05382012797006719, 0.050109032602525694, 5.847131795517184
0.020618529122049287, 0.13813070159339239, 5.704104100535243
0.049837065556760936, 0.0051686083452916805, 5.922185309148529
0.049837065556760936, 0.005116922261838764, 5.92224200169805
0.04934856412053179, 0.005116922261838764, 5.923154441821694
0.05033543621232855, 0.005116922261838764, 5.921307487004825
0.048850192971478544, 0.0052202944287445974, 5.92396822197489
0.04788286241758787, 0.0052202944287445974, 5.9257573110873505
0.04788286241758787, 0.005168091484457151, 5.925814621047252
0.04836169104176375, 0.005168091484457151, 5.924930780197108
0.04788286241758787, 0.005116410569612579, 5.925871307427706
0.047404033793411994, 0.005116410569612579, 5.926751684483171
0.047404033793411994, 0.005167574675308705, 5.9266955652151445
0.046929993455477874, 0.005116410569612579, 5.927619829416126
0.047399293390032654, 0.005116410569612579, 5.926760382844624
0.046929993455477874, 0.005065246463916454, 5.927675899455137
0.046460693520923094, 0.005065246463916454, 5.928531987044332
0.045996086585713865, 0.005065246463916454, 5.929376189882841
0.045996086585713865, 0.005014593999277289, 5.929431650726181
0.045536125719856727, 0.005065246463916454, 5.930208678385642
0.04508076446265816, 0.005065246463916454, 5.931029620798255
0.045996086585713865, 0.004964448059284516, 5.929486509428701
0.045996086585713865, 0.004914803578691671, 5.929540772955631
0.04508076446265816, 0.005014593999277289, 5.931085081641594
0.046460693520923094, 0.005116410569612579, 5.928475917005321
0.04692530045613232, 0.005116410569612579, 5.927628406944743
